87448,riley541,"Tue Oct 02, 2012 6:47 pm","


Didn't watch it ....... I used to have a 911 of that era, they use a Capacitive Discharge ignition system, this requires all HT components to be in tip top condition otherwise misfires are common, HT leads, cap & rotor arm would be changed at least every 2 years, they weren't  expensive... cleaning the cap up is akin to putting tyre paint on a nearly bald tyre  


Dave"
87450,simes205,"Tue Oct 02, 2012 7:09 pm","Shouty shouty shouty, although I managed to watch all of it this week rather than the week before.


It makes Wheeler dealers seem half decent.


It would be interesting to find out who wins the car!"
115919,Rick,"Tue Apr 15, 2014 7:12 am","So did anyone here watch it? IMO it was ok to have on in the background while I was reading, but it wasn't exactly un-missable TV which - in theory - a series like this should be 


RJ"
115925,baconsdozen,"Tue Apr 15, 2014 8:28 am","I didn't bother. On the last program I saw involving a classic car on this channel, they invited Frankie Fraser round for his 'expert' comments about a gangster car. Bug eyed Bernie was (according to him) also somehow involved on the fringes of Londons underworld and hinted at 'dark secrets' Dream on baby.

The programs are an insult to peoples intelligence. Total,complete and utter unmitigated drivel.

For people who know what they're doing you can't beat people like Tommy Walsh or Ed China,for engaging his audience and combining entertainment with presenting Fred Dibnah took some beating too."
115929,D4B,"Tue Apr 15, 2014 9:01 am",
115933,kevin2306,"Tue Apr 15, 2014 9:42 am","


Agreed ~ fantastic   "
115938,MikeEdwards,"Tue Apr 15, 2014 10:33 am","Fred was so enthusiastic, met him socially a few times through a vintage show i was involved with, he also knew how to charge for personal appearences  

I really avoid and program that bernie is on and only watch ed's lot until the final scenes when the 'buyer' turns up to do the deal.


Kev"
116194,MikeEdwards,"Tue Apr 22, 2014 10:40 am","I saw bits of it - I was trying to clear some space off my recorder by watching stuff, so I was switching between this and ""No country for old men"", which is a reasonable film but a rubbish ending. 


The usual rubbish - they go to see a car that's clearly a breaker, offer £1000 when the bloke is asking £2000, then have to go elsewhere to get a different one. Then come back later and give £250 for just the front seats. Then in the ""history"" bits where they tell us all about the car, it's illustrated with loads of film clips ... of 968s and 944s along with 928s."
116195,baconsdozen,"Tue Apr 22, 2014 11:18 am","I hope you guys on here that are restoring Fiat 500s watched last night's programme and are now reflecting on whether you should re-do any of your work to match Mawio and teams efforts.  


(I didn't watch the show, managed to resist it completely this week)."
116197,colwyn500,"Tue Apr 22, 2014 12:16 pm",I know filler heats up as it sets and judging by the amounts they use I wonder if we've now found the reason for global warming.
116211,lowdrag,"Wed Apr 23, 2014 7:00 am",
116234,Greeney in France,"Wed Apr 23, 2014 1:50 pm","


Complete numpties.  It took a whole workshop of them to put the seat-sliders on the rails; I don't even think that was one of their fake items of jeopardy., they had just bent them with their extremely coarse handling.

I suspect that their car could probably now do with a restoration.


On second thoughts, a bit harsh, it had a nice interior and someone is going to get a few years out of it before it starts playing up."
116237,riley541,"Wed Apr 23, 2014 2:09 pm","I watched a bit of the Porsche one to see if it was as bad as the last series and shan't watch again. pure - but terrible - attempt at comedy. There was quite a scandal when the same chap put a few of the cars from the last series on Ebay I remember.


On a brighter note I came across a series called ""Restoration Garage"" on National Geographic and it is very interesting. I mean, they take more than two weeks to restore a car, they over-run on costs, their estimates for restoration are realistic as are their time schedules but they are very interesting people and are building a Bugatti Aerolithe from just photos - and in magnesium just like the original. I have recorded the series."
116238,colwyn500,"Wed Apr 23, 2014 2:24 pm","It was indeed appalling TV but what gets me the most is that the makers of such programs think that we would enjoy it  

Do they really think we are stupid enough to believe their rows and trumped up problems, with the same format every week!

2000 quid on a top end engine build and they don't put a new clutch in..


Its a disgrace to call it classic car anything, let alone rescue."
116240,Rick,"Wed Apr 23, 2014 3:11 pm","Terrible or not, just about every car forum has a thread running about it  which guarantees additional viewers; either those who can't believe it'll be as bad a second time or those who can't believe it's as bad as others made it out to be."
116241,D4B,"Wed Apr 23, 2014 3:13 pm",
116272,vitesse,"Thu Apr 24, 2014 12:28 am","


You're right; I watched it even expecting it to be carp!

I was just relieved that Bernie didn't let his other mate Leepu loose on it (""Chop Shop"")"
116287,MikeEdwards,"Thu Apr 24, 2014 11:02 am","It's just another so-called entertainment programme designed to appeal to the kind of people that enjoy the drama without worrying too much about the accuracy. I'd imagine it's aimed at the same people that watch ""Storage Hunters"" or is it ""Ultimate Makeover"" where they knock someones house down and rebuild it. I would imagine anyone who has some actual knowledge of any of the subjects covered by these things will be similarly outraged - property developers, antiques dealers, specialist transport companies.


They're OK for what they are, there's always a cliff-hanger for the ad breaks to give the viewer time to get another can of cheap lager and get rid of the remnants of the last one. Something has to fill the schedules now we've got so many TV channels."
116351,Richard H,"Fri Apr 25, 2014 4:46 pm","I watched the MGB episode, that was enough for me I'm afraid! However, I do enjoy watching Wheeler Dealers when they tackle classics, and that new one with Fuzz Townsend from Practical Classics in it."
116463,gresham flyer,"Tue Apr 29, 2014 1:31 am","I could not stand looking at a TV trailer for Classic Car Rescue....utter piffle.


Give the yanks their  do...they make some good shows with some laughs along the way, but quality vehicles at the end.


Have you ever seen a bummer vehicle on Overhaulin.?


                            G.f"
117636,vitesse,"Mon Jun 02, 2014 11:59 pm","I noticed on the program tonight that they put a disclaimer at the start. ""This program contains rows, rust and wrecks. The garage team are mechanical experts and the car rescued is genuine, although some of what you'll see has been engineered for entertainment.""


Well at least the producers have been listening to people who have clearly complained. I would like to differ with the usage of the word expert though. But hey I still watched it."
117910,Rick,"Mon Jun 09, 2014 10:04 pm","Well that's another series put to bed mercifully, I had to put it on mute for a while during one outburst in the 'shop during this evening's Corvette build. I don't know why I watched it really, possibly it was in the hope that maybe one episode would be a good use of 60 minutes.


RJ"
117986,vitesse,"Wed Jun 11, 2014 7:40 pm","I must admit I was the same Rick. Not a huge fan of American cars but I had it on I spent the majority of the time browsing OCC Forum on my tablet. The only time I looked up was when they blew the exhaust box up and wrecked the bodywork. Thinking is that another staged stunt or are they really that stupid?


Tony"
117994,V8 Nutter,"Wed Jun 11, 2014 9:42 pm","I couldn't believe they didn't buy the first Corvette, then they spent a lot more money on a less desirable car in much worse condition. They didn't even realise the engine had been modified."
87755,Churchill Johnson,"Tue Oct 09, 2012 10:12 pm",
87761,riley541,"Wed Oct 10, 2012 7:51 am"," Not wishing to knock anyone who make's a comment on the rubbish that is shown on TV but when do the producer's take any notice, i myself have written several time's not e-m's but proper letter's to two different TV station's in the past and all i got was a reply to the effect that ""they were sorry i did not enjoy the programme and in the future they would take on board my complaint's'' of course they carried on as before, it's a captive audience, i am so happy that TV's are made with an on and off button."
87476,gresham flyer,"Tue Oct 02, 2012 11:28 pm","I think the best of all these programmes either produced in the UK or in the USA was ""OVERHAULIN"".

Chip Foose is a prolific car builder in his own right and a likable guy.

The presenters Chris Jacobs and Courtney Hansen (later replaced by CJ) were very good as well.


They added a bit of comedy into the format and who could not shed a tear when the car was exposed to the owner and all that american hugging went on (and that was just the guys).

Even the rough tough car builders would all get emotional when hearing how pappa`s Chevy was now a memorial to his death.


Ok about 60 people were involved in the rebuild of these vehicles each time but they did it for real and the finished job was spot on...I would love to own one of these vehicles they must be priceless.


I understand the programme is returning this week 2nd Oct.


I also like watching Chasing Classic Cars with Wayne Carini,a really enthusiastic sort of guy when it came to old automobiles. My name is Wayne Carini and I like chasing cars (as long as its not women said Mrs Carini) at least there is no spanner throwing and trantrums like some other programmes.


As for Salvage Squad I liked Claire Barrett who went on to restore a watermill with her husband in real life,she was the sort of girl who liked to get DIRTY.!!!!


                                          Gresham Flyer"
87491,pigtin,"Wed Oct 03, 2012 8:23 am",
87496,MikeEdwards,"Wed Oct 03, 2012 10:34 am","


Ah! But is this also the case with the 1977 3.3 fitted with an ECU? "
87505,ukdave2002,"Wed Oct 03, 2012 5:19 pm","Ooh, I withdraw my comments about ECUs. Looking at the original build thread: http://www.myporsche911.co.uk/upb/viewtopic.php?id=14&t_id=25&page=1 it seems it had a 3.2 transplant which has some kind of engine management system. Then it got painted with aerosols, which might be a clue about the blemishes on the roof."
87581,Ellis,"Fri Oct 05, 2012 10:36 pm",
87627,Rick,"Sun Oct 07, 2012 10:04 am","


It would have had a 2.7l engine originally with the Boch K-tronic (electro-mechanical) fuel injection, the later 3.0l had the k-tronic until about 82/3 when the 3.2l engine was introduced,that I believe had an ECU.


I thought the program was marginally better than the previous week, would have been better if the staged arguments had been cut, and the time spent on the repairs! at least this show did illustrate some techniques like the guide coat for picking up minor body defects.


What I thought was interesting was the type of adverts during the breaks (assuming the online version has the same as the TV) which were for women s cloths, chocolate bars and breakfast cereal; not the sort of adverts one would expect for the average restorer ?  possibly this gives a clue to the target audience?


Dave"
87671,baconsdozen,"Mon Oct 08, 2012 11:31 am",
87675,Rick,"Mon Oct 08, 2012 12:50 pm","


I agree, but even Wheeler Dealers, staged and cliched as it is, shows you how to do things properly although the Mark 2 Jaguar programme last week was not one of their best.


I used to enjoy American Hotrod with Boyd Coddington and company. I disagreed and cringed with what they did to original cars but I was fascinated with the restoration techniques they used. And, by heaven, they were thorough."
87676,riley541,"Mon Oct 08, 2012 1:04 pm","I wonder if the same discerning team were behind this conversion of an old Silver Spirit, into a shiny new (slightly ripply) Phantom  


http://www.ebay.co.uk/itm/1990-ROLLS-ROYCE-WHITE-PHANTOM-REPLICA-/110961236870


RJ"
87677,Roger-hatchy,"Mon Oct 08, 2012 1:07 pm","The porsche 'restoration' reminded me of some of the Red Green episodes.

Only one is an intentional comedy but both are amusing."
87686,welshrover,"Mon Oct 08, 2012 5:46 pm","An old MGB gets the ""treatment"" tonight, and following it on BBC4 is a programme about Brit sportscars following WW2 (not sure if it's a repeat or not?), and a repeat of the programme about Ford in Dagenham.


RJ"
87718,Rick,"Tue Oct 09, 2012 12:29 pm",
87722,Brian M,"Tue Oct 09, 2012 1:53 pm","


I shall be watching two of the three!"
87741,welshrover,"Tue Oct 09, 2012 6:04 pm","Not watched it so far.


A question: are the cars wrecks before the program, or after the program?


Roger"
87744,pigtin,"Tue Oct 09, 2012 6:33 pm",
